Sexo,Edad,Provincia,Cantón,Distrito,Nivel Educativo,Tiene Trabajo ,Ocupacion,Modalidad,Estado Civil,Jefe de Familia,Edad del jefe de familia,Sexo del jefe de familia,Nivel educativo del jefe de familia,Ocupación del jefe del hogar,Hace las compras,Toma decisiones administrativas,Material de pisos,Tienen empleada domestica,Dormitorios,Baños,Automóviles,Aspiradora,Lavadora,Secadora,Calentador,Home Theater,Videojuegos,Computadora,Internet,Es padre o encargado,Orientación sexual,Compra por internet 3 meses,Compra por internet 30 días,Ultima vez Internet,Servicio de streaming,Televisión ONLINE
Hombre,28,Alajuela,San Carlos,Quesada,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),Si,28,Hombre,Secundaria Completa,Desocupados,Si,Si,Cemento (Pulido o no Pulido),No,Uno,Uno,Ninguno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Más de 30 días a 3 meses,Si,Si
Mujer,34,San José,San José,Uruca,Universitaria Completa,No,Estudiante,No aplica,Casado (a)'/' Unión Libre,No,36,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,No,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,43,Heredia,Santa Bárbara,Jesús,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,43,Mujer,Secundaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,No,Si,Si,No,Si,No,Si,Si,No,Homosexual,Si,Si,Ayer,No,Si
Mujer,39,San José,San José,Carmen,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,39,Mujer,Universitaria Incompleta,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,No,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,36,Heredia,San Rafael,San Rafael,Secundaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,36,Mujer,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,Si,Tres,Uno,Uno,Si,No,No,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,38,Alajuela,Alajuela,San Isidro,Secundaria Incompleta,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,38,Mujer,Secundaria Incompleta,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,Si,No,No,No,No,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,36,Alajuela,San Ramón,San Ramón,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,36,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,25,Alajuela,San Carlos,Palmera,Secundaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,25,Mujer,Secundaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Dos,Si,Si,Si,No,Si,No,Si,Si,Si,Heterosexual,No,No,Hace 2 a 7 días,No,No
Hombre,40,Cartago,Oreamuno,Cot,Secundaria Incompleta,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),No,65,Hombre,Primaria Incompleta,Ocupaciones elementales (No calificados),No,No,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,No,Heterosexual,No,No,Más de 30 días a 3 meses,No,No
Hombre,17,Cartago,Cartago,Dulce Nombre,Secundaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,43,Hombre,Secundaria Completa,Estudiantes,No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,No,Si,No,No,No,Si,Si,No,,No,No,Ayer,No,Si
Mujer,38,Heredia,Heredia,Mercedes,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,38,Mujer,Universitaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Cuatro,No,Si,No,No,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,23,Heredia,Sarapiquí,Puerto Viejo,Secundaria Incompleta,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,No,37,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Ninguno,Uno,Uno,No,No,No,No,No,No,No,No,No,Heterosexual,No,No,Ayer,No,No
Mujer,22,San José,Montes de Oca,San Pedro,Universitaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),Si,22,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Madera,No,Uno,Uno,Ninguno,Si,Si,Si,Si,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Mujer,20,Cartago,Turrialba,Turrialba,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,23,Hombre,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Ninguno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,28,Alajuela,Alajuela,Guácima,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,28,Mujer,Secundaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Ninguno,Ninguno,No,No,No,No,No,Si,No,Si,No,Homosexual,No,No,Ayer,No,No
Hombre,38,Puntarenas,Aguirre,Quepos,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,38,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,37,Limón,Pococí,Guápiles,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Hombre,Secundaria Incompleta,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,Si,Si,No,No,No,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,38,Limón,Talamanca,Cahuita,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,38,Mujer,Secundaria Completa,Desocupados,Si,Si,Madera,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Prefiero no decirlo,No,No,Ayer,No,No
Hombre,34,Puntarenas,Buenos Aires,Colinas,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,34,Hombre,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,Si,No,Si,No,Si,Si,Si,Prefiero no decirlo,No,No,Ayer,No,Si
Hombre,59,Alajuela,San Carlos,Quesada,Secundaria Completa,No,Ocupado,No aplica,Separado(a) '/' Divorciado (a),Si,59,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Tres,Ninguno,Si,Si,Si,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,37,San José,Pérez Zeledón,San Isidro de El General,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,37,Mujer,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Uno,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Bisexual,No,No,Hace 2 a 7 días,No,No
Mujer,24,Puntarenas,Montes De Oro,Miramar,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,24,Mujer,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,Si,No,No,No,Si,Si,No,Heterosexual,Si,No,Ayer,Si,Si
Hombre,34,Heredia,Heredia,Ulloa,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,34,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Tres,Uno,Si,Si,No,Si,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,37,Alajuela,San Carlos,Pital,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,37,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,No,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Hombre,44,Alajuela,Alajuela,Desamparados,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,44,Hombre,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,No,No,Si,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,47,San José,Curridabat,Curridabat,Posgrado,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,47,Mujer,Posgrado,Personal de apoyo administrativo,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Uno,Si,No,Si,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,41,San José,San José,San Sebastián,Universitaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,41,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,25,Guanacaste,Liberia,Liberia,Universitaria Completa,No,Desocupado,No aplica,Soltero (a),Si,25,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,No,Si,Si,Si,Si,Si,No,Heterosexual,No,No,Hace 2 a 7 días,Si,Si
Mujer,20,San José,Pérez Zeledón,San Isidro de El General,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,20,Mujer,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cemento (Pulido o no Pulido),No,Uno,Uno,Tres,No,Si,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Mujer,23,San José,Desamparados,San Miguel,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),No,46,Mujer,Secundaria Incompleta,Ocupaciones elementales (No calificados),No,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,No,Si,No,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,34,San José,Escazú,San Antonio,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,34,Mujer,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Tres,Dos,Si,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,37,Puntarenas,Puntarenas,Cóbano,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Hombre,Secundaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,No,No,No,No,Si,No,Si,Heterosexual,No,Si,Ayer,Si,No
Mujer,30,San José,Curridabat,Curridabat,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),Si,30,Mujer,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,No,No,No,No,Si,Si,Si,Si,No,Bisexual,Si,Si,Ayer,Si,Si
Mujer,36,Heredia,Barva,San Pablo,Universitaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,36,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,34,Puntarenas,Puntarenas,Chacarita,Secundaria Completa,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,34,Mujer,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,39,San José,Puriscal,Candelaria,Secundaria Completa,No,Ama de casa,No aplica,Soltero (a),No,64,Mujer,Primaria Completa,No remunerado,No,No,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Cuatro,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Prefiero no decirlo,No,No,Ayer,No,No
Hombre,54,Alajuela,Alajuela,San Antonio,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,54,Hombre,Secundaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,52,San José,Puriscal,Santiago,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,52,Mujer,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,Si,Si,No,Si,No,Si,Si,Prefiero no decirlo,Si,Si,Ayer,No,Si
Mujer,35,San José,Vásquez de Coronado,Patalillo,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,35,Mujer,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Dos,Si,Si,Si,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,26,Heredia,Heredia,Heredia,Universitaria Incompleta,No,Ama de casa,No aplica,Soltero (a),Si,26,Mujer,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,Si,No,Ayer,Si,Si
Hombre,33,Heredia,Santo Domingo,Santo Tomás,Posgrado,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,33,Hombre,Posgrado,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Tres,Tres,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,51,Alajuela,San Carlos,Quesada,Secundaria Incompleta,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,51,Mujer,Secundaria Incompleta,No remunerado,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Ninguno,Ninguno,No,No,No,No,No,No,No,Si,No,Heterosexual,No,No,Ayer,No,Si
Mujer,51,San José,Pérez Zeledón,San Isidro de El General,Primaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,55,Hombre,Primaria Completa,Ocupaciones elementales (No calificados),No,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,No,No,No,No,No,No,Si,No,Heterosexual,Si,Si,Ayer,Si,No
Mujer,45,Cartago,La Unión,San Rafael,Universitaria Completa,Si,Ocupado,Hibrido,Separado(a) '/' Divorciado (a),Si,45,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,42,San José,Desamparados,Los Guidos,Primaria Completa,No,Ama de casa,No aplica,Separado(a) '/' Divorciado (a),Si,42,Mujer,Primaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,36,Cartago,Oreamuno,San Rafael,Universitaria Completa,Si,Ocupado,Teletrabajo,Separado(a) '/' Divorciado (a),Si,36,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Uno,No,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 8 a 15 días,No,No
Hombre,65,Limón,Limón,Valle  La Estrella,Secundaria Incompleta,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,65,Hombre,Secundaria Incompleta,Pensionados,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Uno,No,Si,No,No,No,No,Si,Si,No,Prefiero no decirlo,No,No,Ayer,No,No
Hombre,44,San José,Curridabat,Sánchez,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,44,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Tres,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,No,Ayer,Si,Si
Mujer,22,San José,Desamparados,San Miguel,Secundaria Completa,Si,Ocupado,Hibrido,Soltero (a),No,45,Mujer,Secundaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Tres,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,40,Heredia,Heredia,Heredia,Posgrado,Si,Ocupado,Teletrabajo,Soltero (a),No,60,Mujer,Secundaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Tres,Ninguno,No,Si,No,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,45,San José,Vásquez de Coronado,Cascajal,Primaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,45,Mujer,Primaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,No,No,No,No,No,Si,No,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,22,Alajuela,Alajuela,Alajuela,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,22,Mujer,Secundaria Incompleta,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,Si,Si,Si,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Mujer,62,Limón,Siquirres,Cairo,Universitaria Completa,Si,Ocupado,Hibrido,Separado(a) '/' Divorciado (a),Si,62,Mujer,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,No,Si,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,No
Mujer,32,Puntarenas,Garabito,Jacó,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,32,Mujer,Universitaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Cuatro,Dos,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,26,San José,Curridabat,Curridabat,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,26,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cemento (Pulido o no Pulido),No,Cuatro,Dos,Dos,Si,Si,Si,No,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,34,Cartago,Paraíso,Paraíso,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,34,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,50,Cartago,Paraíso,Paraíso,Universitaria Incompleta,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),No,80,Hombre,Primaria Completa,"Nivel técnico, y profesional de nivel medio",No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Hace 16 a 30 días,No,Si
Mujer,48,Alajuela,San Carlos,Quesada,Secundaria Completa,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),No,66,Mujer,Primaria Incompleta,Pensionados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,Si,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,30,San José,Pérez Zeledón,San Isidro de El General,Primaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,30,Hombre,Primaria Completa,Ocupaciones elementales (No calificados),Si,No,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,No,No,No,No,No,Si,No,Si,Heterosexual,No,No,Ayer,Si,No
Mujer,50,San José,Curridabat,Curridabat,Primaria Incompleta,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,57,Hombre,Secundaria Incompleta,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Uno,No,Si,No,Si,No,No,Si,No,No,Heterosexual,No,No,Ayer,No,Si
Mujer,53,San José,Alajuelita,Alajuelita,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,53,Mujer,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Ninguno,Si,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Mujer,53,San José,Moravia,San Vicente,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,53,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Dos,Si,Si,Si,Si,Si,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,45,San José,Alajuelita,Alajuelita,Primaria Incompleta,No,Ama de casa,No aplica,Soltero (a),Si,45,Mujer,Primaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,Si,No,No,No,No,No,No,Si,Otros,No,No,Ayer,No,No
Mujer,50,San José,Escazú,San Antonio,Posgrado,Si,Ocupado,Presencial,Soltero (a),Si,50,Mujer,Posgrado,Directivos y Gerentes,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,Si,Cuatro,Cuatro,Uno,Si,Si,Si,Si,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,53,Cartago,La Unión,Tres Ríos,Universitaria Completa,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),Si,53,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Tres,Dos,Uno,Si,Si,No,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,52,San José,Vásquez de Coronado,Patalillo,Primaria Completa,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),Si,52,Mujer,Primaria Completa,No remunerado,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Prefiero no decirlo,No,No,Ayer,No,No
Mujer,34,San José,Goicoechea,Ipís,Primaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,Si,34,Mujer,Primaria Completa,Desocupados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,47,Cartago,Cartago,Occidental,Primaria Completa,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),No,50,Hombre,Primaria Completa,Pensionados,No,No,Tierra,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,No,No,Heterosexual,No,No,Ayer,No,No
Hombre,37,Alajuela,San Carlos,Pital,Secundaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,37,Hombre,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Uno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,No
Hombre,42,San José,Alajuelita,San Josecito,Universitaria Incompleta,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,42,Hombre,Universitaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,No,Ayer,No,No
Mujer,52,Cartago,Turrialba,Turrialba,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,52,Mujer,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,23,San José,San José,San Francisco de Dos Ríos,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),Si,23,Mujer,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,Si,No,No,No,No,Si,Si,Si,Si,Heterosexual,No,Si,Ayer,No,Si
Mujer,44,San José,Alajuelita,Concepción,Primaria Completa,No,Desocupado,No aplica,Soltero (a),Si,44,Mujer,Primaria Completa,Estudiantes,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Ninguno,No,Si,No,No,Si,No,No,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,53,Guanacaste,Nicoya,Nicoya,Secundaria Incompleta,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),No,53,Hombre,Secundaria Incompleta,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,No,No,Si,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,35,Alajuela,Alajuela,Río Segundo,Secundaria Incompleta,No,Ama de casa,No aplica,Soltero (a),No,35,Mujer,Secundaria Completa,No remunerado,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Hace 2 a 7 días,No,Si
